"English","Deutsch";
"Gnat Tongue","Gnat-Zunge";
"Tongue ripped right from the mouth of a Gnat. Cook to avoid food poisoning.","Zunge riss direkt aus der Mündung einer Mücke. Kochen, um Lebensmittelvergiftung zu vermeiden.";
"Gold Cover","Goldhülle";
"Nitro","Nitro";
"Advanced compound created to give you more speed and stamina.","Fortgeschrittene Verbindung erstellt, um mehr Geschwindigkeit und Ausdauer zu geben.";
"Chlorine","Chlor";
"A pale green gas, important for water purification.","Ein hellgrünes Gas, das für die Wasserreinigung wichtig ist.";
"Adhesive","Klebstoff";
"Adhesive is used in the fabrication of Patch Tape.","Klebstoff wird bei der Herstellung von Patchband verwendet.";
"English","Englisch";
"Avatar Inventory","Avatar-Inventar";
"Back","Zurück";
"Avatars","Avatare";
"Create New Avatar","Neue Avatar erstellen";
"Universe:","Universum:";
"Single Player","Einzelspieler";
"Owner:","Inhaber:";
"Current Base","Aktuelle Basis";
"Planet:","Planet:";
"Launch","Starten";
"Loading Avatar","Avatar laden.";
"Loading Persistent Nature","Anhaltende Natur laden";
"EARLY ACCESS","FRÜHER ZUGANG";
"HINT: Unequip gun to run faster","Hinweis: Unequip-Waffe, um schneller zu laufen";
"Depository","Verwahrer";
"Habitat","Lebensraum";
"A Habitat is a multi-purpose room that can house many interior items.","Ein Lebensraum ist ein Mehrzweckraum, der viele Inneneinrichtungen beherbergen kann.";
"Add to Backpack","Zum Rucksack hinzufügen";
"Equip","Ausrüsten";
"Store in Inventory","Im Inventar speichern";
"Drink","Trinken";
"Empty out","Entleeren";
"Drop","Fallen";
"New Ability","Neue Fähigkeiten";
"Status","Status";
"This new ability unlocks your wildest dreams!","Diese neue Fähigkeit entsperrt Ihre wildesten Träume!";
"Customize Colors","Fertigen Sie Farben an";
"Primary
","Primär
";
"Secondary","Sekundär";
"Detail","Detail";
"Glow","Glühen";
"Hazy","Dunstig";
"Missions","Missionen";
"CRITICAL BREACH","Kritischer Verletzung";
"Oxygen Low","Sauerstoff niedrig";
"Local Time","Ortszeit";
"You Are Dehydrated
You are Starving","Sie sind dehydriert
Sie verhungern";
"Suit Pressue Low","Anzug Pressen niedrig.";
"You Are FREEZING","Du bist einfriert";
"Agility","Beweglichkeit";
"4m 5s","4m 5s.";
"Fortitude","Kraft";
"Strength","Stärke";
"Stamina","Ausdauer";
"HOV","Hov.";
"-62°","-62 °";
"HYD
---","Hyd.
---";
"

NTR","

Ntr.";
"HLTH","Hlth.";
"Restoring Oxygen in 10s","Sauerstoff in 10s wiederherstellen";
"0.99","99%";
"Atmos o2: 1.29%","Atmos o2: 1,29%";
"Weight:","Gewicht: ";
"Patch Tape","Klebeband";
"Medical Bandage","Medizinische Bandage";
"Scrap Metal","Schrott";
"Fern Tree Berry","Farnbaumbeere";
"Alien Fiber","Alienfaser.";
"Rock","Felsen";
"Shard Blade","Scherklinge";
"Alien Hide","Alien Hide";
"Makeshift Chisel","Behelfsmäßiger Meißel";
"Barrel","Faß";
"Now that I've gotten a foothold on this planet, I should explore and see if I can regroup with the Phoenix Team. ([F3] will open up the GPS, your suit has a radar installed that will allow for Basic Scanning. [NUM +] and [NUM -] to change the zoom of the map.)","Nun, da ich auf diesem Planeten Fuß fesselte, sollte ich erkunden und sehen, ob ich mit dem Phoenix-Team umgruppieren kann. ([F3] öffnet das GPS, Ihr Anzug hat ein Radar installiert, das den grundlegenden Scannen ermöglicht. [Num +] und [Num -], um den Zoom der Karte zu ändern.)";
"Slope: 35.6°","Hang: 35,6 °";
"Laboratory","Labor";
"New1","NEU1";
"Level 08 - SCIENTIST","Level 08 - WISSENSCHAFTLER";
"Sol 01","SOL 01";
"13 hrs to next sol","13 Stunden zum nächsten Sol";
"Level 01","Level 01";
"XP: 25/100","XP: 25/100";
"Physical Stats","Physikalische Daten";
"Speed","Geschwindigkeit";
"Health","Gesundheit";
"Stat Points:","Stat-Punkte:";
"Proficiencies","Fähigkeiten";
"Combat","Kampf";
"Engineering","Ingenieurwesen";
"Science","Wissenschaft";
"HLTH
---","HLTH
---";
"Suit","Anzug";
"NTR","NTR";
"Creation Center","Schöpfungszentrum";
"Skeliopod Meat","Skeliopod fleisch";
"Steel","Stahl";
"Rubber","Gummi";
"Grilled Alien Meat","Gegrilltes Alien Fleisch";
"<color=silver>Class: </color><color=white>Consumable</color>
<color=silver>Amount: </color><color=white>1/50</color>
<color=silver>Weight: </color><color=white>0.50</color><color=lime> kgs</color>
<color=silver>Health Bonus: </color><color=white>10</color>
<color=silver>Nutrition Bonus: </color><color=white>50</color>

<color=white>Meat ripped right off the body of an indigenous alien creature. Has been cooked and is safe to eat.</color>","<color = silber> Klasse: </ color> <color = white> Verbrauchsfähig </ color>",
"<color = silver> Menge: </ color> <color = white> 1/50 </ color>
<color = silver> Gewicht: </ color> <color = weiß> 0.50 </ color> <color = lime> kgs </ color>
<color = silver> Gesundheitsbonus: </ color> <color = weiß> 10 </ color>
<color = silver> Ernährungsbonus: </ color> <color = weiß> 50 </ color>

<Color = white> Fleisch direkt vom Körper einer Einheimischen außerirdischen Kreatur. Wurde gekocht und ist sicher zu essen. </ Color>";
"Backpack","Rucksack";
"Default","Standard";
"Alphabetical","Alphabetisch";
"43.61 / 80.00 kgs
54.5% Weight Capacity","43.61 / 80.00 kg
54,5% Gewichtskapazität";
"Inventory
","Inventar
";
"[A] Skills","[A] Fähigkeiten";
"Crafting [D]","Crafting [d]";
"Urchin Shell","Urchin-Shell";
"Duralumin","Duraluminium";
"Titanium","Titan";
"Brass","Messing";
"Tungsten","Wolfram";
"Bronze","Bronze";
"Wire","Draht";
"Circuit Board","Leiterplatte";
"Power Cell","Kraftzelle";
"Diamond Chisel","Diamant-Meißel";
"Magnalium","Magnalium";
"Gunmetal","Geschützmetal";
"Lead","Blei";
"Battery","Batterie";
"Assault Rifle","Sturmgewehr";
"Talonite","Talonite";
"Mechanized Spanner","Mechanisierter Schlüssel";
"Crab Antenna","Krabbenantenne";
"Crab Shell","Krabbenschale";
"Crab Meat","Krabbenfleisch";
"Crab Talon","Krabben-Talon";
"Crab Leg Meat","Krabbenbeinfleisch";
"Fuel Cell","Brennstoffzelle";
"Cast Iron","Gusseisen";
"Ferrochrome","Ferrochrom";
"6al-4v","6Al-4V";
"Nichrome","Nichrome";
"Azurnium","Azurnium";
"Glass","Glas";
"Cobalt","Kobalt";
"Inventory","Inventar";
"Field Guide","Feldführer";
"Skills","Kompetenzen";
"Options","Optionen";
"Build / Craft [F3]","Bauen / Herstellen [F3]";
"Data Selection
Matrix","Datenauswahl
Matrix";
"Aziel","Aziel";
"Env Pressure:","Env-Druck:";
"Env Temp:","Env-Temp:";
"Personal Data Unit","Persönliche Dateneinheit";
"Osiris Mission Team","Osiris Mission Team";
"Systems Data Selection","Systemdatenauswahl";
"Build 248.517.68200","Baue 248.517.68200.";
"Exit Data Matrix [Tab]","Datenmatrix beenden [Tab]";
"Log","Log";
"Lorem ipsum dolor sit amet, sed ea offendit aliquando mediocritatem. Cum ad quis malorum recusabo, nam ea audiam fuisset incorrupte, et eirmod aperiam pro. Quod detracto eloquentiam an vel, cum mutat argumentum ex. Ex eam partem dolores pertinacia, et alterum maiorum praesent his. Copiosae laboramus assentior te per, te eam feugiat elaboraret. Ut cum quas minim, has quot prodesset assueverit ei, an his utamur tibique.","Lorem Ipsum Dolor Sitzen Sie AMET, SED EA-Beleidigung Aliquando Mediokitatem. Cum Ad Quis Malorum Recusabo, Nam EA Audiam Fuisset unbestritten, et Eirmod Aperiam Pro. Quod detracto eloquentiam ein vel, cum mutat argumentum ex. Ex EAM Partem dolores pertinacia, et alterum maiorum praesent seine. Copiosae laboramus assentior te pro, te eeam feugiat elaboret. Ut cum quas minim, hat quotset asseverit ei, seine utamur tibique.";
"Craft","Kunst";
"Utilities","Dienstprogramme";
"Defenses","Abwehrkräfte";
"Structures","Strukturen";
"Appliances","Haushaltsgeräte";
"Custom","Benutzerdefiniert";
"Crafting","Basteln";
"[A] Inventory","[A] Inventar";
"GPS [D]","GPS [D]";
"Makeshift Patch Tape","MACESHIFT Klebeband";
"Class: ","Klasse:";
"Amount: ","Menge:";
"Weight: ","Gewicht:";
" kgs"," kg";
"Suit Integrity Bonus: ","Anzug-Integritätsbonus:";
"IMPORTANT! Use masking tape to repair suit punctures. Can be used while equipped or straight from inventory.","WICHTIG! Verwenden Sie das Maskierungsband, um Ansaupunkte zu reparieren. Kann während der Ausstattung oder direkt aus dem Inventar verwendet werden.";
"Makeshift Bandage","Provisorische Verband";
"Health Bonus: ","Gesundheitsbonus:";
"Heals hitpoints. Can be used while equipped or straight from inventory.","Heilt Hitints. Kann während der Ausstattung oder direkt aus dem Inventar verwendet werden.";
"Makeshift Cloth Bundle","Proveshift-Tuch-Bündel.";
"A makeshift bundle of loosely woven fibers.","Ein provisorisches Bündel lose gewebte Fasern.";
"Bashing Rock","Gesplitterter Felsen";
"Durability: ","Haltbarkeit:";
"%","%";
"Hardness: ","Härte: ";
"Damage: ","Schaden: ";
"0% critical hit","0% kritische Treffer";
"Useful when you have no other tools.","Nützlich, wenn Sie keine anderen Werkzeuge haben.";
"Stone Blade","Steinklinge";
"A sharpened rock that can be used to make a blade.","Ein geschärfter Stein, der zur Herstellung einer Klinge verwendet werden kann.";
"Stone Axe Head","Steinaxtkopf";
"A sharpened rock that can be used to make an axe","Ein geschärfter Stein, der verwendet werden kann, um eine Axt herzustellen";
"Stone Shovel Head","Steinschaufelkopf";
"A shaped rock that can be used to make a shovel.","Ein geformter Stein, der zur Herstellung einer Schaufel verwendet werden kann.";
"Shaped Crab Antenna","Geformte Krabbenantenne";
"A shaped fragment of a Crab Antenna, could be fashioned into a crude precision tool.","Ein geformtes Fragment einer Krabbenantenne könnte zu einem rohen Präzisionswerkzeug gestaltet sein.";
"Crab Screwdriver","Krabbenschraubendreher";
"A makeshift multi-tool fashioned from tough pieces of chitinous antenna to allow for repairing, salvaging, and precise tinkering.","Ein Multi-Tool mit Multi-Tool aus robusten Teilen chitinöser Antenne, um Reparatur, Rettung und präzise Basteln zu ermöglichen.";
"20% critical hit","20% kritischer Treffer";
"A small sharp weapon made from a rock shard.","Eine kleine scharfe Waffe aus einer Rockbitter.";
"Stone Axe","Steinaxt";
"A slashing tool that is essentially a rock on a stick with a nice handle.","Ein Schneidwerkzeug, das im Wesentlichen ein Felsen auf einem Stock mit einem schönen Griff ist.";
"Crab Scythe","Krabben-Sense";
"Melee weapon made from the talon of a crab monster.","Nahkampfwaffe aus der Kralle eines Krabbenmonsters.";
"Stone Shovel","Steinschaufel";
"Tool used to gather Sand for use in crafting.","Werkzeug zum Sammeln von Sand zur Verwendung beim Herstellen.";
"Soil","Boden";
"Natural crafting agent for growing crops in a Bio Dome.","Natürliches Handwerksmittel für wachsende Ernten in einem Bio-Kuppel.";
"Redfern Tree Berry","Redfern-Baum-Beere.";
"Branches","Geäst";
"Sand","Sand";
"Human Waste","Menschlicher Abfall";
"Accessing Data","Zugriff auf Daten";
"Crude Pipe","Rohpfeife";
"Scrap Hinge","Schrottscharnier";
"Sulfur","Schwefel";
"Mercury","Merkur";
"Aluminum","Aluminium";
"Iron","Eisen";
"Computer Screen","Computer-Bildschirm";
"Hose","Schlauch";
"White Gold","Weißes Gold";
"Dymalloy","Dymlegabe";
"Small Radar Dish Kit","Kleines Radar-Teller-Kit";
"Solar Panel Small Kit","Solarpanel Kleines Kit";
"Nickel","Nickel";
"Gold","Gold";
"Lonsdaleite","Lonsdaleite.";
"Copper","Kupfer";
"Zinc","Zink";
"Plastic","Plastik";
"Beacon Kit","Beacon Kit.";
"Path Light Kit","Pfad Light Kit.";
"Diamond","Diamant";
"Zirconium Plate","Zirkoniumplatte";
"Zirconium Circuit Board","Zirkonium-Leiterplatte.";
"Land Mine Set","Landmine Set.";
"Cubic Zirconia","Kubikzirkonia.";
"Skeliopod Shell","Skeliopod shell.";
"Skeliopod Tail","Skeliopodenschwanz";
"Inflatable Dome Kit","Aufblasbares Dome Kit.";
"Zamak","Zamak";
"Lithium","Lithium";
"Cloth Bundle","Tuchbündel";
"dev console commands","Dev Konsolen-Befehle";
"Buggie","Buggie";
"_","_";
"Space Utilities","Weltraumdienstprogramme";
"Spacecraft","Raumfahrzeug";
"Plutonium","Plutonium";
"Zircaloy","Zirballoi";
"Bug Report / Feedback","Fehlerbericht / Feedback";
"Resume","Fortsetzen";
"Settings","Einstellungen";
"Main Menu","Hauptmenü";
"Exit Game","Spiel beenden";
"Menu Options","Menüpunkte";
"Are you sure you want to quit to main menu? <color=#00FFB7FF>Your current position and profile will be saved.</color>","Sind Sie sicher, dass Sie zum Hauptmenü zurückkehren möchten? <color = # 00FFB7FF> Ihre aktuelle Position und Ihr Profil wird gespeichert. </ color>";
"No","Nein";
"Yes","Ja";

